3/1/2018,7.37
2/28/2018,7.37
2/27/2018,7.37
2/26/2018,7.3
2/22/2018,7.23
2/21/2018,7.34
2/20/2018,7.38
2/19/2018,7.38
2/16/2018,7.32
2/15/2018,7.2
2/14/2018,7.07
2/13/2018,7.04
2/12/2018,7.03
2/9/2018,7.13
2/8/2018,7.12
2/7/2018,7.22
2/6/2018,7.27
2/5/2018,7.28
2/2/2018,7.31
2/1/2018,7.38
1/31/2018,7.39
1/30/2018,7.35
1/29/2018,7.27
1/26/2018,7.29
1/25/2018,7.15
1/24/2018,7.13
1/23/2018,7.27
1/22/2018,7.32
1/19/2018,7.26
1/18/2018,7.4
1/17/2018,7.44
1/16/2018,7.4
1/15/2018,7.25
1/12/2018,7.25
1/11/2018,7.29
1/10/2018,7.43
1/9/2018,7.65
1/5/2018,7.74
1/4/2018,7.74
1/3/2018,6.5
12/29/2017,7.74
12/28/2017,7.74
12/27/2017,7.74
12/26/2017,7.74
12/25/2017,7.71
12/22/2017,7.69
12/21/2017,7.68
12/20/2017,7.68
12/19/2017,7.7
12/18/2017,7.72
12/15/2017,8.04
12/14/2017,8.01
12/13/2017,8.05
12/12/2017,8.1
12/11/2017,8.11
12/8/2017,8.14
12/7/2017,8.1
12/6/2017,8.1
12/5/2017,8.08
12/4/2017,8.08
12/1/2017,8.16
11/30/2017,8.37
11/29/2017,8.27
11/28/2017,8.17
11/27/2017,8.13
11/24/2017,8.02
11/23/2017,8.05
11/22/2017,8.17
11/21/2017,8.16
11/20/2017,8.09
11/17/2017,8.14
11/16/2017,8.09
11/15/2017,8.1
11/14/2017,8.1
11/13/2017,8.08
11/10/2017,8.02
11/9/2017,8.04
11/8/2017,7.96
11/7/2017,7.94
11/3/2017,8.11
11/2/2017,8.18
11/1/2017,8.11
10/31/2017,8.11
10/30/2017,8.09
10/27/2017,8.19
10/26/2017,8.17
10/25/2017,8.08
10/24/2017,8.1
10/23/2017,7.99
10/20/2017,7.9
10/19/2017,8.13
10/18/2017,8.25
10/17/2017,8.33
10/16/2017,8.29
10/13/2017,8.33
10/12/2017,8.26
10/11/2017,8.27
10/10/2017,8.38
10/9/2017,8.25
10/6/2017,8.13
10/5/2017,8.23
10/4/2017,8.3
10/3/2017,8.3
10/2/2017,8.38
9/29/2017,8.66
9/28/2017,8.52
9/27/2017,8.47
9/26/2017,8.46
9/25/2017,8.4
9/22/2017,8.36
9/21/2017,8.37
9/20/2017,8.36
9/19/2017,8.35
9/18/2017,8.36
9/15/2017,8.81
9/14/2017,8.29
9/13/2017,8.48
9/12/2017,8.67
9/11/2017,8.7
9/8/2017,8.7
9/7/2017,8.75
9/6/2017,8.85
9/5/2017,0
9/4/2017,8.87
9/1/2017,8.95
8/31/2017,8.86
8/30/2017,8.93
8/29/2017,8.9
8/28/2017,8.85
8/25/2017,8.77
8/24/2017,8.82
8/23/2017,8.92
8/22/2017,8.92
8/21/2017,8.91
8/18/2017,8.93
8/17/2017,9.06
8/16/2017,8.89
8/15/2017,8.72
8/14/2017,8.84
8/11/2017,8.96
8/10/2017,8.98
8/9/2017,8.98
8/8/2017,8.81
8/7/2017,8.56
8/4/2017,9
8/3/2017,9.08
8/2/2017,9.14
8/1/2017,9.2
