01.03.2018,158.1
28.02.2018,291.9
27.02.2018,84
26.02.2018,329.4
22.02.2018,114.8
21.02.2018,1018.10
20.02.2018,168.7
19.02.2018,159
16.02.2018,139.9
15.02.2018,158.7
14.02.2018,-82.7
13.02.2018,231.7
12.02.2018,255.9
09.02.2018,171.6
08.02.2018,192.6
07.02.2018,594.1
06.02.2018,941.4
05.02.2018,727.8
02.02.2018,96.5
01.02.2018,209.7
31.01.2018,203.3
30.01.2018,118.6
29.01.2018,17.4
26.01.2018,159.4
25.01.2018,294.9
24.01.2018,110.4
23.01.2018,219.8
22.01.2018,185.1
19.01.2018,200.3
18.01.2018,170.9
17.01.2018,-477.2
16.01.2018,206.4
15.01.2018,190.2
12.01.2018,202
11.01.2018,240
10.01.2018,1679.90
09.01.2018,1349.00
29.12.2017,941.3
28.12.2017,745.1
27.12.2017,718.8
26.12.2017,265.2
25.12.2017,482.5
22.12.2017,330.8
21.12.2017,140.8
20.12.2017,412.8
19.12.2017,131
18.12.2017,531.5
15.12.2017,473.5
14.12.2017,350.4
13.12.2017,732.1
12.12.2017,121.3
11.12.2017,122.1
08.12.2017,122.3
07.12.2017,121.5
06.12.2017,171.9
05.12.2017,137.5
04.12.2017,135
01.12.2017,140.3
30.11.2017,128.7
29.11.2017,325.1
28.11.2017,136.7
27.11.2017,144.5
24.11.2017,165.3
23.11.2017,158
22.11.2017,47.9
21.11.2017,155.7
20.11.2017,163.3
17.11.2017,151.4
16.11.2017,158.1
15.11.2017,-84.3
14.11.2017,162.5
13.11.2017,149.9
10.11.2017,131.4
09.11.2017,171.4
08.11.2017,953.1
07.11.2017,233
03.11.2017,154.2
02.11.2017,156.1
01.11.2017,166.5
31.10.2017,166.5
30.10.2017,192.9
27.10.2017,182.6
26.10.2017,134.9
25.10.2017,845.2
24.10.2017,126.4
23.10.2017,159.9
20.10.2017,173
19.10.2017,172.1
18.10.2017,193.4
17.10.2017,125.7
16.10.2017,647.3
13.10.2017,125.8
12.10.2017,175
11.10.2017,633.5
10.10.2017,118.4
09.10.2017,429.4
06.10.2017,123.1
05.10.2017,143.7
04.10.2017,68.9
03.10.2017,101.8
02.10.2017,117
29.09.2017,94
28.09.2017,108.4
27.09.2017,132.4
26.09.2017,220.2
25.09.2017,464.2
22.09.2017,264.7
21.09.2017,235.6
20.09.2017,416.4
19.09.2017,-391.3
18.09.2017,-41
15.09.2017,-439.7
14.09.2017,-243.4
13.09.2017,-125.4
12.09.2017,-340.4
11.09.2017,-406
08.09.2017,-450.6
07.09.2017,-474.3
06.09.2017,-270.3
05.09.2017,-355.6
04.09.2017,-384
01.09.2017,-653.7
31.08.2017,-672.9
30.08.2017,-685.8
29.08.2017,-628.9
28.08.2017,-634.5
25.08.2017,-568.8
24.08.2017,-464.2
23.08.2017,-617.9
22.08.2017,-550.1
21.08.2017,-544.8
18.08.2017,-556.1
17.08.2017,-540.9
16.08.2017,-763.4
15.08.2017,-528.9
14.08.2017,-521.2
11.08.2017,-474.2
10.08.2017,-452.5
09.08.2017,102
08.08.2017,67.7
07.08.2017,-172.1
04.08.2017,-241.4
03.08.2017,-284.8
02.08.2017,-361.9
01.08.2017,-234.3
31.07.2017,-158.5
28.07.2017,-123.7
27.07.2017,-116
26.07.2017,-54.1
25.07.2017,-53.4
24.07.2017,-51.8
